# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
301           	smoothSolver	2.460170e-04	2.389020e-05	7	5.949610e-03	4.778760e-04	7	4.564610e-03	3.646220e-04	7	false	GAMG	2.435300e-03	1.075410e-05	4	true
302           	smoothSolver	2.483320e-04	2.393180e-05	7	5.994140e-03	4.709600e-04	7	4.639990e-03	3.655840e-04	7	false	GAMG	2.476800e-03	1.077150e-05	4	true
303           	smoothSolver	2.502750e-04	2.413300e-05	7	6.012970e-03	4.644440e-04	7	4.707210e-03	3.683620e-04	7	false	GAMG	2.521720e-03	1.080700e-05	4	true
304           	smoothSolver	2.530890e-04	2.444630e-05	7	6.071290e-03	4.605330e-04	7	4.803720e-03	3.719490e-04	7	false	GAMG	2.551750e-03	1.081870e-05	4	true
305           	smoothSolver	2.553410e-04	2.471140e-05	7	6.108730e-03	4.561290e-04	7	4.866190e-03	3.748340e-04	7	false	GAMG	2.598290e-03	1.099240e-05	4	true
306           	smoothSolver	2.582510e-04	2.497430e-05	7	6.157500e-03	4.527220e-04	7	4.955180e-03	3.757670e-04	7	false	GAMG	2.639650e-03	1.111020e-05	4	true
307           	smoothSolver	2.599550e-04	2.509950e-05	7	6.187090e-03	6.167460e-04	6	5.035450e-03	3.780220e-04	7	false	GAMG	2.696140e-03	1.125710e-05	4	true
308           	smoothSolver	2.622860e-04	2.512320e-05	7	6.249190e-03	6.193130e-04	6	5.121630e-03	3.796510e-04	7	false	GAMG	2.740710e-03	1.155890e-05	4	true
309           	smoothSolver	2.637930e-04	2.517810e-05	7	6.289390e-03	6.224590e-04	6	5.199270e-03	3.834620e-04	7	false	GAMG	2.784630e-03	1.170690e-05	4	true
310           	smoothSolver	2.654280e-04	2.516520e-05	7	6.339700e-03	6.254890e-04	6	5.295780e-03	5.236170e-04	6	false	GAMG	2.820920e-03	1.168050e-05	4	true
311           	smoothSolver	2.661890e-04	2.505300e-05	7	6.370410e-03	6.304560e-04	6	5.378530e-03	5.302830e-04	6	false	GAMG	2.866290e-03	1.173030e-05	4	true
312           	smoothSolver	2.667840e-04	2.486050e-05	7	6.410890e-03	6.338340e-04	6	5.470360e-03	5.364720e-04	6	false	GAMG	2.887390e-03	1.193040e-05	4	true
313           	smoothSolver	2.660380e-04	2.465150e-05	7	6.385240e-03	6.324700e-04	6	5.500770e-03	5.424740e-04	6	false	GAMG	2.904450e-03	1.223110e-05	4	true
314           	smoothSolver	2.657130e-04	2.456150e-05	7	6.377800e-03	6.337000e-04	6	5.509150e-03	5.418630e-04	6	false	GAMG	2.903320e-03	1.231300e-05	4	true
315           	smoothSolver	2.654240e-04	2.439760e-05	7	6.357790e-03	4.692930e-04	7	5.521770e-03	5.454530e-04	6	false	GAMG	2.907780e-03	1.238610e-05	4	true
316           	smoothSolver	2.660980e-04	2.441840e-05	7	6.401150e-03	4.777210e-04	7	5.551170e-03	5.507720e-04	6	false	GAMG	2.902650e-03	1.239790e-05	4	true
317           	smoothSolver	2.657520e-04	2.451230e-05	7	6.413150e-03	4.862940e-04	7	5.557280e-03	4.147900e-04	7	false	GAMG	2.913900e-03	1.257970e-05	4	true
318           	smoothSolver	2.663490e-04	2.461560e-05	7	6.470700e-03	4.958110e-04	7	5.603720e-03	4.190510e-04	7	false	GAMG	2.926270e-03	1.255330e-05	4	true
319           	smoothSolver	2.665070e-04	2.466540e-05	7	6.517090e-03	5.021460e-04	7	5.644260e-03	4.254960e-04	7	false	GAMG	2.957740e-03	1.225590e-05	4	true
320           	smoothSolver	2.663220e-04	2.454230e-05	7	6.589510e-03	5.082860e-04	7	5.713740e-03	4.300770e-04	7	false	GAMG	2.969590e-03	2.900250e-05	3	true
321           	smoothSolver	2.643730e-04	2.421830e-05	7	6.575050e-03	5.021880e-04	7	5.706910e-03	4.267840e-04	7	false	GAMG	2.982300e-03	1.297940e-05	4	true
322           	smoothSolver	2.654760e-04	2.421350e-05	7	6.652040e-03	5.062730e-04	7	5.765350e-03	4.293640e-04	7	false	GAMG	2.988080e-03	1.238490e-05	4	true
323           	smoothSolver	2.641150e-04	2.414070e-05	7	6.613300e-03	5.008150e-04	7	5.746010e-03	4.247220e-04	7	false	GAMG	2.995180e-03	1.244120e-05	4	true
324           	smoothSolver	2.653370e-04	2.427520e-05	7	6.607310e-03	4.995740e-04	7	5.736800e-03	5.720060e-04	6	false	GAMG	2.992270e-03	1.210850e-05	4	true
325           	smoothSolver	2.649730e-04	2.442910e-05	7	6.595630e-03	4.995930e-04	7	5.700500e-03	4.220750e-04	7	false	GAMG	2.997150e-03	1.223580e-05	4	true
326           	smoothSolver	2.638470e-04	2.447380e-05	7	6.577570e-03	4.954360e-04	7	5.667090e-03	5.619110e-04	6	false	GAMG	2.973140e-03	1.202850e-05	4	true
327           	smoothSolver	2.613680e-04	2.449360e-05	7	6.493900e-03	4.872460e-04	7	5.586670e-03	5.525490e-04	6	false	GAMG	2.942230e-03	1.177340e-05	4	true
328           	smoothSolver	2.591320e-04	2.442510e-05	7	6.412530e-03	4.781280e-04	7	5.528180e-03	5.464000e-04	6	false	GAMG	2.915330e-03	1.154740e-05	4	true
329           	smoothSolver	2.565620e-04	2.432520e-05	7	6.324610e-03	4.704780e-04	7	5.471690e-03	5.416130e-04	6	false	GAMG	2.887590e-03	1.138520e-05	4	true
330           	smoothSolver	2.544560e-04	2.418890e-05	7	6.245270e-03	4.619790e-04	7	5.402680e-03	5.361840e-04	6	false	GAMG	2.857640e-03	1.119660e-05	4	true
331           	smoothSolver	2.515730e-04	2.403790e-05	7	6.132370e-03	4.537040e-04	7	5.329470e-03	5.271510e-04	6	false	GAMG	2.834230e-03	1.096230e-05	4	true
332           	smoothSolver	2.496830e-04	2.392360e-05	7	6.044570e-03	4.483980e-04	7	5.259540e-03	5.188370e-04	6	false	GAMG	2.806820e-03	1.081660e-05	4	true
333           	smoothSolver	2.470610e-04	2.380550e-05	7	5.963010e-03	4.458300e-04	7	5.178320e-03	5.114840e-04	6	false	GAMG	2.790790e-03	1.071170e-05	4	true
334           	smoothSolver	2.462940e-04	2.379150e-05	7	5.935240e-03	4.465860e-04	7	5.123280e-03	5.081930e-04	6	false	GAMG	2.774620e-03	1.075410e-05	4	true
335           	smoothSolver	2.455650e-04	2.379810e-05	7	5.926640e-03	4.494230e-04	7	5.070730e-03	3.750260e-04	7	false	GAMG	2.770160e-03	1.085790e-05	4	true
336           	smoothSolver	2.459800e-04	2.379910e-05	7	5.941660e-03	4.543950e-04	7	5.029990e-03	3.727580e-04	7	false	GAMG	2.766300e-03	1.075690e-05	4	true
337           	smoothSolver	2.463190e-04	2.369150e-05	7	5.958960e-03	4.587250e-04	7	4.998910e-03	3.684660e-04	7	false	GAMG	2.764780e-03	1.064530e-05	4	true
338           	smoothSolver	2.463770e-04	2.349640e-05	7	5.979200e-03	4.629140e-04	7	4.971890e-03	4.923080e-04	6	false	GAMG	2.747460e-03	1.066830e-05	4	true
339           	smoothSolver	2.442590e-04	2.322820e-05	7	5.961980e-03	4.653260e-04	7	4.942160e-03	4.869890e-04	6	false	GAMG	2.728570e-03	1.087390e-05	4	true
340           	smoothSolver	2.426480e-04	2.308210e-05	7	5.960690e-03	4.699170e-04	7	4.911640e-03	4.850210e-04	6	false	GAMG	2.699960e-03	1.103640e-05	4	true
341           	smoothSolver	2.393960e-04	2.294700e-05	7	5.923500e-03	4.727500e-04	7	4.880360e-03	4.864380e-04	6	false	GAMG	2.674110e-03	1.114780e-05	4	true
342           	smoothSolver	2.363580e-04	2.289610e-05	7	5.878250e-03	4.739260e-04	7	4.840150e-03	3.611180e-04	7	false	GAMG	2.638760e-03	1.144250e-05	4	true
343           	smoothSolver	2.336600e-04	2.296290e-05	7	5.816240e-03	4.735380e-04	7	4.777280e-03	3.607860e-04	7	false	GAMG	2.589630e-03	1.132390e-05	4	true
344           	smoothSolver	2.311400e-04	2.292000e-05	7	5.726340e-03	4.690470e-04	7	4.695320e-03	3.582300e-04	7	false	GAMG	2.531070e-03	1.108340e-05	4	true
345           	smoothSolver	2.278670e-04	1.735840e-05	8	5.605920e-03	4.614800e-04	7	4.588330e-03	3.534630e-04	7	false	GAMG	2.478640e-03	1.081860e-05	4	true
346           	smoothSolver	2.250380e-04	1.714580e-05	8	5.491820e-03	4.513130e-04	7	4.485180e-03	3.479470e-04	7	false	GAMG	2.427630e-03	1.047740e-05	4	true
347           	smoothSolver	2.213410e-04	1.688620e-05	8	5.358310e-03	4.400660e-04	7	4.377150e-03	3.412700e-04	7	false	GAMG	2.384160e-03	1.011410e-05	4	true
348           	smoothSolver	2.187550e-04	2.186980e-05	7	5.242460e-03	4.299060e-04	7	4.287410e-03	3.336970e-04	7	false	GAMG	2.341440e-03	9.786630e-06	4	true
349           	smoothSolver	2.160540e-04	2.156000e-05	7	5.122900e-03	4.190480e-04	7	4.186400e-03	3.250430e-04	7	false	GAMG	2.297670e-03	9.374390e-06	4	true
350           	smoothSolver	2.131870e-04	2.114570e-05	7	5.011870e-03	4.070460e-04	7	4.093310e-03	3.160450e-04	7	false	GAMG	2.263470e-03	9.037480e-06	4	true
351           	smoothSolver	2.092390e-04	2.068610e-05	7	4.892630e-03	3.941810e-04	7	3.999480e-03	3.079490e-04	7	false	GAMG	2.232920e-03	8.723370e-06	4	true
352           	smoothSolver	2.053200e-04	2.020470e-05	7	4.779420e-03	3.793110e-04	7	3.931790e-03	3.010080e-04	7	false	GAMG	2.196780e-03	8.505680e-06	4	true
353           	smoothSolver	2.001000e-04	1.965620e-05	7	4.652080e-03	3.647870e-04	7	3.859300e-03	2.944230e-04	7	false	GAMG	2.165380e-03	8.306230e-06	4	true
354           	smoothSolver	1.960080e-04	1.899560e-05	7	4.538060e-03	3.494720e-04	7	3.811370e-03	2.872520e-04	7	false	GAMG	2.130470e-03	8.102670e-06	4	true
355           	smoothSolver	1.908890e-04	1.834720e-05	7	4.434620e-03	3.363440e-04	7	3.774550e-03	2.824720e-04	7	false	GAMG	2.100790e-03	7.937990e-06	4	true
356           	smoothSolver	1.863740e-04	1.761280e-05	7	4.357490e-03	3.253640e-04	7	3.742470e-03	2.778010e-04	7	false	GAMG	2.077170e-03	2.074430e-05	3	true
357           	smoothSolver	1.808130e-04	1.682860e-05	7	4.264530e-03	4.245370e-04	6	3.688440e-03	3.656110e-04	6	false	GAMG	2.060820e-03	8.307470e-06	4	true
358           	smoothSolver	1.785410e-04	1.633610e-05	7	4.290220e-03	4.269970e-04	6	3.722230e-03	3.688910e-04	6	false	GAMG	2.046290e-03	1.995330e-05	3	true
359           	smoothSolver	1.732250e-04	1.570110e-05	7	4.205490e-03	4.132970e-04	6	3.663360e-03	3.596180e-04	6	false	GAMG	2.033950e-03	8.378110e-06	4	true
360           	smoothSolver	1.717340e-04	1.545730e-05	7	4.234270e-03	4.191420e-04	6	3.681620e-03	3.619260e-04	6	false	GAMG	2.021940e-03	7.694430e-06	4	true
361           	smoothSolver	1.687100e-04	1.510100e-05	7	4.194400e-03	4.106250e-04	6	3.640850e-03	3.562480e-04	6	false	GAMG	2.006260e-03	7.748510e-06	4	true
362           	smoothSolver	1.664920e-04	1.482340e-05	7	4.154760e-03	4.046770e-04	6	3.595810e-03	3.496130e-04	6	false	GAMG	1.990080e-03	7.650770e-06	4	true
363           	smoothSolver	1.642970e-04	1.462040e-05	7	4.114970e-03	4.014050e-04	6	3.564430e-03	3.448940e-04	6	false	GAMG	1.981100e-03	7.540580e-06	4	true
364           	smoothSolver	1.626940e-04	1.442800e-05	7	4.084780e-03	3.999310e-04	6	3.538900e-03	3.401890e-04	6	false	GAMG	1.964120e-03	7.377290e-06	4	true
365           	smoothSolver	1.599940e-04	1.426240e-05	7	4.041010e-03	3.978350e-04	6	3.479680e-03	3.349160e-04	6	false	GAMG	1.955600e-03	7.307170e-06	4	true
366           	smoothSolver	1.582800e-04	1.411210e-05	7	3.997550e-03	3.944920e-04	6	3.429880e-03	3.300290e-04	6	false	GAMG	1.940230e-03	7.334120e-06	4	true
367           	smoothSolver	1.563400e-04	1.402150e-05	7	3.950220e-03	3.923570e-04	6	3.377030e-03	3.270280e-04	6	false	GAMG	1.926620e-03	7.486300e-06	4	true
368           	smoothSolver	1.547490e-04	1.390040e-05	7	3.911440e-03	3.901580e-04	6	3.338540e-03	3.256460e-04	6	false	GAMG	1.905870e-03	7.523910e-06	4	true
369           	smoothSolver	1.532510e-04	1.378500e-05	7	3.875030e-03	2.883910e-04	7	3.309530e-03	3.263110e-04	6	false	GAMG	1.887840e-03	7.563800e-06	4	true
370           	smoothSolver	1.527630e-04	1.374690e-05	7	3.858040e-03	2.885190e-04	7	3.283360e-03	3.261470e-04	6	false	GAMG	1.867690e-03	7.400040e-06	4	true
371           	smoothSolver	1.515880e-04	1.366490e-05	7	3.832270e-03	2.889150e-04	7	3.252840e-03	2.410350e-04	7	false	GAMG	1.868330e-03	7.400380e-06	4	true
372           	smoothSolver	1.513610e-04	1.364350e-05	7	3.825080e-03	2.900000e-04	7	3.232720e-03	3.209520e-04	6	false	GAMG	1.862270e-03	7.069450e-06	4	true
373           	smoothSolver	1.500980e-04	1.359160e-05	7	3.808110e-03	2.880150e-04	7	3.210910e-03	3.183500e-04	6	false	GAMG	1.863620e-03	7.059190e-06	4	true
374           	smoothSolver	1.494840e-04	1.358540e-05	7	3.791370e-03	2.850950e-04	7	3.201820e-03	3.168760e-04	6	false	GAMG	1.859890e-03	6.988140e-06	4	true
375           	smoothSolver	1.488610e-04	1.353490e-05	7	3.756560e-03	2.809650e-04	7	3.188490e-03	3.161390e-04	6	false	GAMG	1.860820e-03	7.039890e-06	4	true
376           	smoothSolver	1.485470e-04	1.354030e-05	7	3.739400e-03	2.768680e-04	7	3.180530e-03	3.146490e-04	6	false	GAMG	1.859540e-03	7.079080e-06	4	true
377           	smoothSolver	1.477010e-04	1.352490e-05	7	3.704430e-03	2.734940e-04	7	3.163500e-03	3.137530e-04	6	false	GAMG	1.864550e-03	7.308950e-06	4	true
378           	smoothSolver	1.477990e-04	1.352170e-05	7	3.697260e-03	3.690050e-04	6	3.179240e-03	3.137560e-04	6	false	GAMG	1.872180e-03	7.514900e-06	4	true
379           	smoothSolver	1.472810e-04	1.343340e-05	7	3.688450e-03	3.660430e-04	6	3.179200e-03	3.104740e-04	6	false	GAMG	1.880340e-03	7.726410e-06	4	true
380           	smoothSolver	1.475670e-04	1.334390e-05	7	3.697570e-03	3.641170e-04	6	3.179720e-03	3.073530e-04	6	false	GAMG	1.892010e-03	7.875280e-06	4	true
381           	smoothSolver	1.467760e-04	1.314160e-05	7	3.687280e-03	3.590560e-04	6	3.166930e-03	3.028920e-04	6	false	GAMG	1.909000e-03	7.943460e-06	4	true
382           	smoothSolver	1.466180e-04	1.292150e-05	7	3.692960e-03	3.540090e-04	6	3.188740e-03	3.004970e-04	6	false	GAMG	1.915460e-03	7.861660e-06	4	true
383           	smoothSolver	1.460190e-04	1.266110e-05	7	3.681140e-03	3.506050e-04	6	3.163630e-03	2.987010e-04	6	false	GAMG	1.918140e-03	7.663060e-06	4	true
384           	smoothSolver	1.454820e-04	1.238450e-05	7	3.680550e-03	3.486910e-04	6	3.166730e-03	2.964800e-04	6	false	GAMG	1.911150e-03	7.427150e-06	4	true
385           	smoothSolver	1.443580e-04	1.217340e-05	7	3.665720e-03	3.474570e-04	6	3.159980e-03	2.935390e-04	6	false	GAMG	1.906350e-03	1.855420e-05	3	true
386           	smoothSolver	1.427730e-04	1.193520e-05	7	3.627780e-03	3.417770e-04	6	3.127820e-03	2.869720e-04	6	false	GAMG	1.895020e-03	1.856580e-05	3	true
387           	smoothSolver	1.415820e-04	1.180570e-05	7	3.607840e-03	3.400020e-04	6	3.119070e-03	2.846100e-04	6	false	GAMG	1.885920e-03	1.782520e-05	3	true
388           	smoothSolver	1.414190e-04	1.176490e-05	7	3.605870e-03	3.382890e-04	6	3.120460e-03	2.836150e-04	6	false	GAMG	1.879160e-03	1.751570e-05	3	true
389           	smoothSolver	1.405950e-04	1.179690e-05	7	3.605630e-03	3.380140e-04	6	3.119680e-03	2.839350e-04	6	false	GAMG	1.877900e-03	1.740360e-05	3	true
390           	smoothSolver	1.406680e-04	1.181510e-05	7	3.629150e-03	3.392900e-04	6	3.134190e-03	2.873980e-04	6	false	GAMG	1.878220e-03	1.769130e-05	3	true
391           	smoothSolver	1.404080e-04	1.197860e-05	7	3.649300e-03	3.413740e-04	6	3.148640e-03	2.903180e-04	6	false	GAMG	1.883980e-03	1.822420e-05	3	true
392           	smoothSolver	1.416540e-04	1.215860e-05	7	3.702330e-03	3.467300e-04	6	3.177530e-03	2.939040e-04	6	false	GAMG	1.891270e-03	1.883510e-05	3	true
393           	smoothSolver	1.426210e-04	1.242780e-05	7	3.752720e-03	3.540740e-04	6	3.201970e-03	2.947430e-04	6	false	GAMG	1.896360e-03	6.823920e-06	4	true
394           	smoothSolver	1.450050e-04	1.276500e-05	7	3.824080e-03	3.674140e-04	6	3.252130e-03	3.012260e-04	6	false	GAMG	1.894930e-03	6.874980e-06	4	true
395           	smoothSolver	1.460630e-04	1.303510e-05	7	3.826890e-03	3.730400e-04	6	3.249600e-03	3.016830e-04	6	false	GAMG	1.892780e-03	7.267100e-06	4	true
396           	smoothSolver	1.472590e-04	1.323560e-05	7	3.820990e-03	3.773780e-04	6	3.255230e-03	3.046020e-04	6	false	GAMG	1.889880e-03	7.524430e-06	4	true
397           	smoothSolver	1.479620e-04	1.345500e-05	7	3.801960e-03	2.813560e-04	7	3.250520e-03	3.084510e-04	6	false	GAMG	1.889390e-03	7.634470e-06	4	true
398           	smoothSolver	1.496850e-04	1.362850e-05	7	3.795860e-03	2.813400e-04	7	3.258650e-03	3.133050e-04	6	false	GAMG	1.890890e-03	7.561840e-06	4	true
399           	smoothSolver	1.508160e-04	1.377550e-05	7	3.775730e-03	2.813290e-04	7	3.265580e-03	3.178640e-04	6	false	GAMG	1.904740e-03	7.470200e-06	4	true
400           	smoothSolver	1.523760e-04	1.389950e-05	7	3.769840e-03	2.784420e-04	7	3.287020e-03	3.198870e-04	6	false	GAMG	1.912650e-03	7.318460e-06	4	true
401           	smoothSolver	1.531350e-04	1.406900e-05	7	3.757940e-03	2.776690e-04	7	3.295890e-03	3.235530e-04	6	false	GAMG	1.921750e-03	7.187920e-06	4	true
402           	smoothSolver	1.544270e-04	1.427020e-05	7	3.764490e-03	2.773270e-04	7	3.306020e-03	3.258650e-04	6	false	GAMG	1.920660e-03	7.079150e-06	4	true
403           	smoothSolver	1.547190e-04	1.442210e-05	7	3.756900e-03	2.775440e-04	7	3.303960e-03	3.280400e-04	6	false	GAMG	1.915200e-03	7.086340e-06	4	true
404           	smoothSolver	1.550180e-04	1.453290e-05	7	3.750250e-03	2.777840e-04	7	3.301310e-03	3.298960e-04	6	false	GAMG	1.899040e-03	7.117320e-06	4	true
405           	smoothSolver	1.546240e-04	1.461570e-05	7	3.720440e-03	2.779500e-04	7	3.279100e-03	2.457160e-04	7	false	GAMG	1.887260e-03	7.147330e-06	4	true
406           	smoothSolver	1.545710e-04	1.467160e-05	7	3.712770e-03	2.782280e-04	7	3.268390e-03	2.463240e-04	7	false	GAMG	1.873570e-03	7.055680e-06	4	true
407           	smoothSolver	1.536350e-04	1.465820e-05	7	3.671320e-03	2.763790e-04	7	3.241940e-03	2.453720e-04	7	false	GAMG	1.860540e-03	6.984200e-06	4	true
408           	smoothSolver	1.530970e-04	1.458000e-05	7	3.638020e-03	2.739600e-04	7	3.219750e-03	2.441290e-04	7	false	GAMG	1.845790e-03	6.989940e-06	4	true
409           	smoothSolver	1.516420e-04	1.449780e-05	7	3.588350e-03	2.706270e-04	7	3.177040e-03	2.410940e-04	7	false	GAMG	1.835260e-03	7.020260e-06	4	true
410           	smoothSolver	1.513340e-04	1.437960e-05	7	3.560920e-03	2.671630e-04	7	3.149210e-03	2.379750e-04	7	false	GAMG	1.823560e-03	7.109540e-06	4	true
411           	smoothSolver	1.500020e-04	1.430530e-05	7	3.513670e-03	2.638460e-04	7	3.112530e-03	2.351380e-04	7	false	GAMG	1.816410e-03	7.198120e-06	4	true
412           	smoothSolver	1.494750e-04	1.425310e-05	7	3.487440e-03	2.620850e-04	7	3.095700e-03	2.329100e-04	7	false	GAMG	1.807230e-03	7.260330e-06	4	true
413           	smoothSolver	1.486840e-04	1.424860e-05	7	3.450720e-03	2.605830e-04	7	3.072030e-03	2.307200e-04	7	false	GAMG	1.799860e-03	7.326660e-06	4	true
414           	smoothSolver	1.485730e-04	1.423940e-05	7	3.433560e-03	2.596220e-04	7	3.067730e-03	2.292270e-04	7	false	GAMG	1.788440e-03	7.360340e-06	4	true
415           	smoothSolver	1.479240e-04	1.422280e-05	7	3.414050e-03	2.585310e-04	7	3.050690e-03	2.277830e-04	7	false	GAMG	1.784020e-03	7.317640e-06	4	true
416           	smoothSolver	1.479570e-04	1.415540e-05	7	3.404730e-03	2.575540e-04	7	3.047560e-03	2.266100e-04	7	false	GAMG	1.780510e-03	7.214960e-06	4	true
417           	smoothSolver	1.475580e-04	1.412130e-05	7	3.394230e-03	2.566030e-04	7	3.036050e-03	2.254720e-04	7	false	GAMG	1.775900e-03	7.052640e-06	4	true
418           	smoothSolver	1.477040e-04	1.402520e-05	7	3.393390e-03	2.565980e-04	7	3.034910e-03	3.027130e-04	6	false	GAMG	1.770140e-03	6.841130e-06	4	true
419           	smoothSolver	1.473660e-04	1.387990e-05	7	3.384400e-03	2.556070e-04	7	3.034450e-03	2.256780e-04	7	false	GAMG	1.766810e-03	6.909930e-06	4	true
420           	smoothSolver	1.473410e-04	1.376570e-05	7	3.388780e-03	2.558410e-04	7	3.036020e-03	3.029880e-04	6	false	GAMG	1.764940e-03	6.769450e-06	4	true
421           	smoothSolver	1.467400e-04	1.366890e-05	7	3.380190e-03	2.551940e-04	7	3.030140e-03	2.253070e-04	7	false	GAMG	1.762010e-03	6.903660e-06	4	true
422           	smoothSolver	1.462960e-04	1.361480e-05	7	3.386150e-03	2.552850e-04	7	3.030310e-03	3.020350e-04	6	false	GAMG	1.750740e-03	6.735880e-06	4	true
423           	smoothSolver	1.451880e-04	1.357090e-05	7	3.370310e-03	2.539070e-04	7	3.016910e-03	2.238120e-04	7	false	GAMG	1.735670e-03	6.821450e-06	4	true
424           	smoothSolver	1.441360e-04	1.352300e-05	7	3.356150e-03	2.527670e-04	7	3.003540e-03	2.992010e-04	6	false	GAMG	1.716890e-03	6.648000e-06	4	true
425           	smoothSolver	1.427150e-04	1.346940e-05	7	3.318560e-03	2.499440e-04	7	2.979740e-03	2.966530e-04	6	false	GAMG	1.693200e-03	6.577700e-06	4	true
426           	smoothSolver	1.412310e-04	1.337930e-05	7	3.282110e-03	2.459350e-04	7	2.969660e-03	2.943140e-04	6	false	GAMG	1.677580e-03	6.500410e-06	4	true
427           	smoothSolver	1.399540e-04	1.332570e-05	7	3.242040e-03	2.426400e-04	7	2.947490e-03	2.908780e-04	6	false	GAMG	1.655960e-03	6.369450e-06	4	true
428           	smoothSolver	1.385840e-04	1.322920e-05	7	3.207420e-03	2.392600e-04	7	2.928030e-03	2.873000e-04	6	false	GAMG	1.634610e-03	6.271860e-06	4	true
429           	smoothSolver	1.367200e-04	1.309550e-05	7	3.151740e-03	2.352270e-04	7	2.892490e-03	2.844720e-04	6	false	GAMG	1.611500e-03	6.102520e-06	4	true
430           	smoothSolver	1.355450e-04	1.295340e-05	7	3.108960e-03	2.318170e-04	7	2.858750e-03	2.810660e-04	6	false	GAMG	1.589790e-03	5.965690e-06	4	true
431           	smoothSolver	1.342720e-04	1.279350e-05	7	3.060760e-03	2.276110e-04	7	2.818570e-03	2.764610e-04	6	false	GAMG	1.566400e-03	5.820760e-06	4	true
432           	smoothSolver	1.334540e-04	1.273040e-05	7	3.021120e-03	2.246610e-04	7	2.795190e-03	2.758920e-04	6	false	GAMG	1.544010e-03	5.747030e-06	4	true
433           	smoothSolver	1.325710e-04	1.265440e-05	7	2.979070e-03	2.214210e-04	7	2.765730e-03	2.735710e-04	6	false	GAMG	1.520720e-03	5.676980e-06	4	true
434           	smoothSolver	1.320770e-04	1.262480e-05	7	2.947050e-03	2.195620e-04	7	2.738690e-03	2.738390e-04	6	false	GAMG	1.500840e-03	5.750910e-06	4	true
435           	smoothSolver	1.313810e-04	1.257200e-05	7	2.924010e-03	2.185260e-04	7	2.710920e-03	2.025980e-04	7	false	GAMG	1.486090e-03	5.865430e-06	4	true
436           	smoothSolver	1.313800e-04	1.255380e-05	7	2.918960e-03	2.197370e-04	7	2.695660e-03	2.017780e-04	7	false	GAMG	1.473110e-03	5.910630e-06	4	true
437           	smoothSolver	1.306290e-04	1.245060e-05	7	2.903010e-03	2.208990e-04	7	2.667420e-03	2.001820e-04	7	false	GAMG	1.460430e-03	5.895000e-06	4	true
438           	smoothSolver	1.304240e-04	1.238970e-05	7	2.897630e-03	2.229320e-04	7	2.651060e-03	1.998010e-04	7	false	GAMG	1.448610e-03	5.961100e-06	4	true
439           	smoothSolver	1.298140e-04	1.229360e-05	7	2.889280e-03	2.246080e-04	7	2.627680e-03	1.988190e-04	7	false	GAMG	1.442240e-03	5.936070e-06	4	true
440           	smoothSolver	1.298060e-04	1.229480e-05	7	2.881920e-03	2.249800e-04	7	2.611530e-03	1.979650e-04	7	false	GAMG	1.434060e-03	5.887970e-06	4	true
441           	smoothSolver	1.295210e-04	1.234520e-05	7	2.875730e-03	2.245600e-04	7	2.591590e-03	1.975690e-04	7	false	GAMG	1.429850e-03	5.826630e-06	4	true
442           	smoothSolver	1.296680e-04	1.250290e-05	7	2.865680e-03	2.242050e-04	7	2.580260e-03	1.978400e-04	7	false	GAMG	1.419270e-03	5.689240e-06	4	true
443           	smoothSolver	1.287710e-04	1.260580e-05	7	2.843380e-03	2.239010e-04	7	2.561740e-03	1.971710e-04	7	false	GAMG	1.415250e-03	5.570110e-06	4	true
444           	smoothSolver	1.283780e-04	1.274940e-05	7	2.826720e-03	2.243160e-04	7	2.548870e-03	1.971050e-04	7	false	GAMG	1.404370e-03	5.401020e-06	4	true
445           	smoothSolver	1.275560e-04	9.729550e-06	8	2.794090e-03	2.242100e-04	7	2.519120e-03	1.959320e-04	7	false	GAMG	1.396600e-03	5.260280e-06	4	true
446           	smoothSolver	1.267160e-04	9.715120e-06	8	2.770530e-03	2.252910e-04	7	2.501640e-03	1.959360e-04	7	false	GAMG	1.387700e-03	5.155800e-06	4	true
447           	smoothSolver	1.256370e-04	9.706530e-06	8	2.736690e-03	2.252700e-04	7	2.475070e-03	1.960120e-04	7	false	GAMG	1.376490e-03	5.184010e-06	4	true
448           	smoothSolver	1.250440e-04	9.718760e-06	8	2.722200e-03	2.260330e-04	7	2.465950e-03	1.974720e-04	7	false	GAMG	1.361880e-03	5.194480e-06	4	true
449           	smoothSolver	1.238960e-04	9.727470e-06	8	2.692990e-03	2.250130e-04	7	2.443180e-03	1.989460e-04	7	false	GAMG	1.350390e-03	5.288910e-06	4	true
450           	smoothSolver	1.236870e-04	9.726690e-06	8	2.683470e-03	2.243750e-04	7	2.442280e-03	2.007020e-04	7	false	GAMG	1.337580e-03	5.282070e-06	4	true
451           	smoothSolver	1.232340e-04	9.682820e-06	8	2.662570e-03	2.237750e-04	7	2.433490e-03	2.013140e-04	7	false	GAMG	1.330610e-03	5.345100e-06	4	true
452           	smoothSolver	1.230230e-04	9.581490e-06	8	2.656710e-03	2.219800e-04	7	2.437840e-03	2.009950e-04	7	false	GAMG	1.322210e-03	5.272060e-06	4	true
