# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
149           	smoothSolver	1.921130e-04	1.844550e-05	7	4.537910e-03	3.747370e-04	7	3.690290e-03	2.906660e-04	7	false	GAMG	1.963800e-03	8.379600e-06	4	true
150           	smoothSolver	1.886690e-04	1.792710e-05	7	4.499490e-03	3.722770e-04	7	3.637170e-03	2.889640e-04	7	false	GAMG	1.940550e-03	8.151630e-06	4	true
151           	smoothSolver	1.849720e-04	1.745040e-05	7	4.450930e-03	3.636630e-04	7	3.594150e-03	2.843040e-04	7	false	GAMG	1.925690e-03	8.087910e-06	4	true
152           	smoothSolver	1.816470e-04	1.695350e-05	7	4.412260e-03	3.542210e-04	7	3.548960e-03	2.779750e-04	7	false	GAMG	1.904410e-03	8.010020e-06	4	true
153           	smoothSolver	1.774720e-04	1.643650e-05	7	4.364340e-03	3.456950e-04	7	3.492340e-03	2.700580e-04	7	false	GAMG	1.899970e-03	7.843230e-06	4	true
154           	smoothSolver	1.741460e-04	1.606940e-05	7	4.335020e-03	3.420230e-04	7	3.434450e-03	2.631600e-04	7	false	GAMG	1.898980e-03	7.748440e-06	4	true
155           	smoothSolver	1.721780e-04	1.596870e-05	7	4.344540e-03	3.469860e-04	7	3.394030e-03	2.591800e-04	7	false	GAMG	1.908100e-03	7.891210e-06	4	true
156           	smoothSolver	1.720270e-04	1.607040e-05	7	4.370730e-03	3.520730e-04	7	3.381530e-03	2.582000e-04	7	false	GAMG	1.909290e-03	8.183540e-06	4	true
157           	smoothSolver	1.730110e-04	1.648460e-05	7	4.409570e-03	3.603390e-04	7	3.404400e-03	2.606950e-04	7	false	GAMG	1.917810e-03	8.446000e-06	4	true
158           	smoothSolver	1.754590e-04	1.704170e-05	7	4.461660e-03	3.691520e-04	7	3.442590e-03	2.656820e-04	7	false	GAMG	1.916480e-03	8.588270e-06	4	true
159           	smoothSolver	1.769660e-04	1.749830e-05	7	4.483830e-03	3.740690e-04	7	3.469840e-03	2.702380e-04	7	false	GAMG	1.924190e-03	8.618540e-06	4	true
160           	smoothSolver	1.790360e-04	1.785540e-05	7	4.501960e-03	3.763350e-04	7	3.475470e-03	2.732500e-04	7	false	GAMG	1.918830e-03	8.426630e-06	4	true
161           	smoothSolver	1.803490e-04	1.368250e-05	8	4.488310e-03	3.766150e-04	7	3.469610e-03	2.741370e-04	7	false	GAMG	1.923880e-03	8.252450e-06	4	true
162           	smoothSolver	1.815430e-04	1.373990e-05	8	4.490080e-03	3.780950e-04	7	3.465610e-03	2.747370e-04	7	false	GAMG	1.914770e-03	8.155210e-06	4	true
163           	smoothSolver	1.811820e-04	1.372300e-05	8	4.468000e-03	3.769160e-04	7	3.450840e-03	2.735570e-04	7	false	GAMG	1.913910e-03	8.309530e-06	4	true
164           	smoothSolver	1.813440e-04	1.377080e-05	8	4.483010e-03	3.771440e-04	7	3.434550e-03	2.722040e-04	7	false	GAMG	1.898950e-03	8.445740e-06	4	true
165           	smoothSolver	1.809060e-04	1.377320e-05	8	4.484170e-03	3.748980e-04	7	3.430810e-03	2.722540e-04	7	false	GAMG	1.893220e-03	8.701800e-06	4	true
166           	smoothSolver	1.809080e-04	1.371030e-05	8	4.508060e-03	3.736650e-04	7	3.437820e-03	2.732790e-04	7	false	GAMG	1.876920e-03	8.699240e-06	4	true
167           	smoothSolver	1.810570e-04	1.804380e-05	7	4.514400e-03	3.723890e-04	7	3.460120e-03	2.756040e-04	7	false	GAMG	1.876520e-03	8.569110e-06	4	true
168           	smoothSolver	1.823650e-04	1.809610e-05	7	4.534390e-03	3.727050e-04	7	3.479710e-03	2.764700e-04	7	false	GAMG	1.868140e-03	8.220570e-06	4	true
169           	smoothSolver	1.839020e-04	1.820040e-05	7	4.529160e-03	3.730560e-04	7	3.502480e-03	2.777540e-04	7	false	GAMG	1.865160e-03	7.834540e-06	4	true
170           	smoothSolver	1.844960e-04	1.822950e-05	7	4.524800e-03	3.751970e-04	7	3.512460e-03	2.784480e-04	7	false	GAMG	1.854540e-03	7.606100e-06	4	true
171           	smoothSolver	1.845330e-04	1.836540e-05	7	4.512970e-03	3.780680e-04	7	3.527770e-03	2.816490e-04	7	false	GAMG	1.853280e-03	7.558350e-06	4	true
172           	smoothSolver	1.853630e-04	1.849670e-05	7	4.524670e-03	3.831340e-04	7	3.547090e-03	2.852080e-04	7	false	GAMG	1.851360e-03	7.616300e-06	4	true
173           	smoothSolver	1.854340e-04	1.406450e-05	8	4.570790e-03	3.920970e-04	7	3.558230e-03	2.898870e-04	7	false	GAMG	1.858010e-03	7.693050e-06	4	true
174           	smoothSolver	1.856260e-04	1.846860e-05	7	4.633760e-03	3.987570e-04	7	3.573500e-03	2.924240e-04	7	false	GAMG	1.864120e-03	7.712790e-06	4	true
175           	smoothSolver	1.861160e-04	1.845880e-05	7	4.655130e-03	3.986120e-04	7	3.579900e-03	2.928940e-04	7	false	GAMG	1.878400e-03	7.918160e-06	4	true
176           	smoothSolver	1.873950e-04	1.843210e-05	7	4.693050e-03	3.938320e-04	7	3.596430e-03	2.906400e-04	7	false	GAMG	1.882460e-03	8.172840e-06	4	true
177           	smoothSolver	1.879630e-04	1.849740e-05	7	4.700010e-03	3.867970e-04	7	3.611240e-03	2.875500e-04	7	false	GAMG	1.890500e-03	8.413240e-06	4	true
178           	smoothSolver	1.892750e-04	1.866140e-05	7	4.721820e-03	3.806750e-04	7	3.629810e-03	2.843200e-04	7	false	GAMG	1.892550e-03	8.503920e-06	4	true
179           	smoothSolver	1.895830e-04	1.869560e-05	7	4.714530e-03	3.746700e-04	7	3.627200e-03	2.824270e-04	7	false	GAMG	1.892700e-03	8.441630e-06	4	true
180           	smoothSolver	1.890230e-04	1.865760e-05	7	4.704310e-03	3.735550e-04	7	3.622180e-03	2.835590e-04	7	false	GAMG	1.890230e-03	8.217900e-06	4	true
181           	smoothSolver	1.881570e-04	1.851360e-05	7	4.660930e-03	3.726600e-04	7	3.611320e-03	2.868220e-04	7	false	GAMG	1.892050e-03	7.999700e-06	4	true
182           	smoothSolver	1.862990e-04	1.816790e-05	7	4.599220e-03	3.691440e-04	7	3.583330e-03	2.875990e-04	7	false	GAMG	1.887520e-03	7.903040e-06	4	true
183           	smoothSolver	1.833500e-04	1.781460e-05	7	4.508310e-03	3.617440e-04	7	3.538320e-03	2.861170e-04	7	false	GAMG	1.881090e-03	7.910390e-06	4	true
184           	smoothSolver	1.814590e-04	1.757480e-05	7	4.423800e-03	3.514800e-04	7	3.488790e-03	2.821460e-04	7	false	GAMG	1.867060e-03	7.990430e-06	4	true
185           	smoothSolver	1.787090e-04	1.738110e-05	7	4.332590e-03	3.418290e-04	7	3.453970e-03	2.769820e-04	7	false	GAMG	1.857310e-03	7.941060e-06	4	true
186           	smoothSolver	1.772070e-04	1.719740e-05	7	4.267370e-03	3.333280e-04	7	3.422910e-03	2.708200e-04	7	false	GAMG	1.850080e-03	7.743380e-06	4	true
187           	smoothSolver	1.757020e-04	1.707200e-05	7	4.208300e-03	3.302450e-04	7	3.394480e-03	2.681880e-04	7	false	GAMG	1.845080e-03	7.559080e-06	4	true
188           	smoothSolver	1.746890e-04	1.692720e-05	7	4.173160e-03	3.304580e-04	7	3.375870e-03	2.653400e-04	7	false	GAMG	1.843240e-03	7.377920e-06	4	true
189           	smoothSolver	1.721800e-04	1.668520e-05	7	4.129940e-03	3.304620e-04	7	3.360340e-03	2.636110e-04	7	false	GAMG	1.851620e-03	7.256570e-06	4	true
190           	smoothSolver	1.708730e-04	1.645150e-05	7	4.117450e-03	3.283330e-04	7	3.350080e-03	2.594440e-04	7	false	GAMG	1.857210e-03	7.300820e-06	4	true
191           	smoothSolver	1.692600e-04	1.619970e-05	7	4.110420e-03	3.245040e-04	7	3.340310e-03	2.565250e-04	7	false	GAMG	1.865230e-03	7.402240e-06	4	true
192           	smoothSolver	1.679340e-04	1.593080e-05	7	4.105390e-03	3.193090e-04	7	3.333290e-03	2.525710e-04	7	false	GAMG	1.869020e-03	7.680920e-06	4	true
193           	smoothSolver	1.664040e-04	1.563090e-05	7	4.099610e-03	3.159020e-04	7	3.324600e-03	2.503780e-04	7	false	GAMG	1.879510e-03	7.894960e-06	4	true
194           	smoothSolver	1.657890e-04	1.541150e-05	7	4.111730e-03	3.148120e-04	7	3.316130e-03	2.478920e-04	7	false	GAMG	1.879800e-03	8.162970e-06	4	true
195           	smoothSolver	1.649670e-04	1.532910e-05	7	4.126400e-03	3.184800e-04	7	3.310580e-03	2.467290e-04	7	false	GAMG	1.884130e-03	8.305020e-06	4	true
196           	smoothSolver	1.655970e-04	1.535400e-05	7	4.164560e-03	3.226080e-04	7	3.294950e-03	2.437720e-04	7	false	GAMG	1.886810e-03	8.375850e-06	4	true
197           	smoothSolver	1.660730e-04	1.550980e-05	7	4.192290e-03	3.262410e-04	7	3.299210e-03	3.287580e-04	6	false	GAMG	1.898320e-03	8.302100e-06	4	true
198           	smoothSolver	1.676130e-04	1.564530e-05	7	4.235650e-03	3.298830e-04	7	3.327160e-03	3.316330e-04	6	false	GAMG	1.910770e-03	8.268930e-06	4	true
199           	smoothSolver	1.685050e-04	1.577260e-05	7	4.272470e-03	3.323210e-04	7	3.357040e-03	3.345330e-04	6	false	GAMG	1.926260e-03	8.154090e-06	4	true
200           	smoothSolver	1.698410e-04	1.582110e-05	7	4.306060e-03	3.353150e-04	7	3.385680e-03	3.385680e-04	6	false	GAMG	1.946510e-03	7.919180e-06	4	true
201           	smoothSolver	1.708490e-04	1.583230e-05	7	4.326540e-03	3.374620e-04	7	3.405700e-03	2.542080e-04	7	false	GAMG	1.970940e-03	7.747980e-06	4	true
202           	smoothSolver	1.717310e-04	1.577380e-05	7	4.345260e-03	3.382630e-04	7	3.414790e-03	2.563410e-04	7	false	GAMG	1.987920e-03	7.467430e-06	4	true
203           	smoothSolver	1.714180e-04	1.571640e-05	7	4.338890e-03	3.365070e-04	7	3.410510e-03	2.565510e-04	7	false	GAMG	2.004130e-03	7.354500e-06	4	true
204           	smoothSolver	1.709750e-04	1.568170e-05	7	4.308520e-03	3.323950e-04	7	3.394520e-03	2.559880e-04	7	false	GAMG	2.003620e-03	7.325400e-06	4	true
205           	smoothSolver	1.687550e-04	1.576270e-05	7	4.246820e-03	3.286240e-04	7	3.366360e-03	2.541840e-04	7	false	GAMG	2.001890e-03	7.460400e-06	4	true
206           	smoothSolver	1.683640e-04	1.583880e-05	7	4.192360e-03	3.260610e-04	7	3.338710e-03	2.522650e-04	7	false	GAMG	1.985290e-03	7.635510e-06	4	true
207           	smoothSolver	1.670910e-04	1.596760e-05	7	4.141410e-03	3.262660e-04	7	3.317000e-03	2.523530e-04	7	false	GAMG	1.966900e-03	7.646830e-06	4	true
208           	smoothSolver	1.671010e-04	1.601840e-05	7	4.110820e-03	3.245390e-04	7	3.307870e-03	2.529330e-04	7	false	GAMG	1.945570e-03	7.586900e-06	4	true
209           	smoothSolver	1.669500e-04	1.611880e-05	7	4.083460e-03	3.219600e-04	7	3.294610e-03	2.534160e-04	7	false	GAMG	1.934300e-03	7.466530e-06	4	true
210           	smoothSolver	1.677260e-04	1.628620e-05	7	4.061810e-03	3.183980e-04	7	3.284770e-03	2.526030e-04	7	false	GAMG	1.915980e-03	7.297550e-06	4	true
211           	smoothSolver	1.679570e-04	1.637820e-05	7	4.034970e-03	3.125600e-04	7	3.261450e-03	2.509510e-04	7	false	GAMG	1.900310e-03	7.081920e-06	4	true
212           	smoothSolver	1.683120e-04	1.649140e-05	7	4.001100e-03	3.077110e-04	7	3.235590e-03	2.485690e-04	7	false	GAMG	1.881430e-03	6.856380e-06	4	true
213           	smoothSolver	1.679540e-04	1.660130e-05	7	3.970120e-03	3.026910e-04	7	3.198880e-03	2.460660e-04	7	false	GAMG	1.873150e-03	6.800430e-06	4	true
214           	smoothSolver	1.679130e-04	1.666720e-05	7	3.951370e-03	3.008070e-04	7	3.170060e-03	2.432540e-04	7	false	GAMG	1.866430e-03	6.920670e-06	4	true
215           	smoothSolver	1.675680e-04	1.665550e-05	7	3.942950e-03	2.989760e-04	7	3.144520e-03	2.409800e-04	7	false	GAMG	1.872540e-03	7.187890e-06	4	true
216           	smoothSolver	1.681880e-04	1.673380e-05	7	3.954630e-03	3.008790e-04	7	3.142290e-03	2.393550e-04	7	false	GAMG	1.879540e-03	7.549030e-06	4	true
217           	smoothSolver	1.691520e-04	1.679080e-05	7	3.977260e-03	3.026180e-04	7	3.160730e-03	2.385560e-04	7	false	GAMG	1.902440e-03	7.882080e-06	4	true
218           	smoothSolver	1.710890e-04	1.686390e-05	7	4.030700e-03	3.068820e-04	7	3.198420e-03	2.383630e-04	7	false	GAMG	1.922610e-03	8.191560e-06	4	true
219           	smoothSolver	1.729480e-04	1.693440e-05	7	4.087500e-03	3.104020e-04	7	3.252840e-03	3.246160e-04	6	false	GAMG	1.957050e-03	8.378380e-06	4	true
220           	smoothSolver	1.747590e-04	1.705060e-05	7	4.138550e-03	3.134410e-04	7	3.310570e-03	3.282620e-04	6	false	GAMG	1.981240e-03	8.633090e-06	4	true
221           	smoothSolver	1.758250e-04	1.706240e-05	7	4.180560e-03	3.148770e-04	7	3.349050e-03	3.308450e-04	6	false	GAMG	2.010080e-03	8.873610e-06	4	true
222           	smoothSolver	1.765650e-04	1.698530e-05	7	4.229610e-03	3.172010e-04	7	3.387590e-03	3.328830e-04	6	false	GAMG	2.026330e-03	8.981310e-06	4	true
223           	smoothSolver	1.761710e-04	1.675800e-05	7	4.247350e-03	3.176360e-04	7	3.395400e-03	3.335540e-04	6	false	GAMG	2.047890e-03	9.119980e-06	4	true
224           	smoothSolver	1.755300e-04	1.636550e-05	7	4.262430e-03	3.175710e-04	7	3.398130e-03	3.327200e-04	6	false	GAMG	2.061690e-03	9.268590e-06	4	true
225           	smoothSolver	1.736770e-04	1.588860e-05	7	4.255200e-03	3.160540e-04	7	3.385240e-03	3.295000e-04	6	false	GAMG	2.071450e-03	9.352990e-06	4	true
226           	smoothSolver	1.716830e-04	1.544240e-05	7	4.250290e-03	3.151130e-04	7	3.368360e-03	3.264280e-04	6	false	GAMG	2.072960e-03	9.127880e-06	4	true
227           	smoothSolver	1.692150e-04	1.501900e-05	7	4.231310e-03	4.217320e-04	6	3.352960e-03	3.236050e-04	6	false	GAMG	2.074480e-03	8.678120e-06	4	true
228           	smoothSolver	1.672990e-04	1.463160e-05	7	4.227710e-03	4.164550e-04	6	3.341090e-03	3.204030e-04	6	false	GAMG	2.066780e-03	8.322110e-06	4	true
229           	smoothSolver	1.647310e-04	1.428200e-05	7	4.206440e-03	4.092250e-04	6	3.319300e-03	3.181070e-04	6	false	GAMG	2.067930e-03	8.043140e-06	4	true
230           	smoothSolver	1.629400e-04	1.403840e-05	7	4.196350e-03	4.017780e-04	6	3.312380e-03	3.168650e-04	6	false	GAMG	2.062600e-03	7.887600e-06	4	true
231           	smoothSolver	1.608150e-04	1.384510e-05	7	4.171000e-03	3.973860e-04	6	3.302640e-03	3.156600e-04	6	false	GAMG	2.067110e-03	7.812260e-06	4	true
232           	smoothSolver	1.597470e-04	1.369980e-05	7	4.168500e-03	3.949530e-04	6	3.297350e-03	3.149130e-04	6	false	GAMG	2.061470e-03	7.835660e-06	4	true
233           	smoothSolver	1.586530e-04	1.353880e-05	7	4.140130e-03	3.915620e-04	6	3.277150e-03	3.113520e-04	6	false	GAMG	2.059900e-03	7.792690e-06	4	true
234           	smoothSolver	1.580300e-04	1.338020e-05	7	4.128840e-03	3.887680e-04	6	3.271870e-03	3.096580e-04	6	false	GAMG	2.040940e-03	7.638040e-06	4	true
235           	smoothSolver	1.567220e-04	1.325310e-05	7	4.089730e-03	3.825390e-04	6	3.250580e-03	3.055680e-04	6	false	GAMG	2.028520e-03	7.373360e-06	4	true
236           	smoothSolver	1.557780e-04	1.311480e-05	7	4.057190e-03	3.764380e-04	6	3.222890e-03	3.014860e-04	6	false	GAMG	2.006130e-03	2.002620e-05	3	true
237           	smoothSolver	1.539110e-04	1.289570e-05	7	3.982950e-03	3.663820e-04	6	3.164540e-03	2.937200e-04	6	false	GAMG	1.988580e-03	7.563440e-06	4	true
238           	smoothSolver	1.540450e-04	1.284980e-05	7	4.002770e-03	3.716860e-04	6	3.166670e-03	2.959920e-04	6	false	GAMG	1.962040e-03	1.934970e-05	3	true
239           	smoothSolver	1.518070e-04	1.268080e-05	7	3.930740e-03	3.639720e-04	6	3.098810e-03	2.880450e-04	6	false	GAMG	1.946120e-03	7.380230e-06	4	true
240           	smoothSolver	1.517060e-04	1.272720e-05	7	3.951520e-03	3.706970e-04	6	3.094330e-03	2.892380e-04	6	false	GAMG	1.916860e-03	6.788530e-06	4	true
241           	smoothSolver	1.498240e-04	1.273600e-05	7	3.914710e-03	3.682840e-04	6	3.051280e-03	2.858740e-04	6	false	GAMG	1.898450e-03	6.847760e-06	4	true
242           	smoothSolver	1.491260e-04	1.284550e-05	7	3.902120e-03	3.701280e-04	6	3.026040e-03	2.851700e-04	6	false	GAMG	1.874420e-03	6.953870e-06	4	true
243           	smoothSolver	1.491020e-04	1.310330e-05	7	3.904000e-03	3.744550e-04	6	3.007570e-03	2.857500e-04	6	false	GAMG	1.865290e-03	7.105430e-06	4	true
244           	smoothSolver	1.501620e-04	1.332410e-05	7	3.923810e-03	3.808910e-04	6	3.019470e-03	2.901390e-04	6	false	GAMG	1.851480e-03	7.231160e-06	4	true
245           	smoothSolver	1.507630e-04	1.360470e-05	7	3.951550e-03	3.894830e-04	6	3.018640e-03	2.933960e-04	6	false	GAMG	1.850540e-03	7.480110e-06	4	true
246           	smoothSolver	1.525710e-04	1.391570e-05	7	4.008780e-03	4.004190e-04	6	3.042190e-03	2.994650e-04	6	false	GAMG	1.850810e-03	7.586350e-06	4	true
247           	smoothSolver	1.549470e-04	1.433620e-05	7	4.070060e-03	3.048470e-04	7	3.074810e-03	3.052580e-04	6	false	GAMG	1.865810e-03	7.875340e-06	4	true
248           	smoothSolver	1.581150e-04	1.470740e-05	7	4.141080e-03	3.146660e-04	7	3.121950e-03	2.340340e-04	7	false	GAMG	1.872710e-03	8.080530e-06	4	true
249           	smoothSolver	1.606660e-04	1.511120e-05	7	4.199530e-03	3.235060e-04	7	3.155360e-03	2.386620e-04	7	false	GAMG	1.887690e-03	8.163720e-06	4	true
250           	smoothSolver	1.639390e-04	1.545360e-05	7	4.253440e-03	3.308500e-04	7	3.190850e-03	2.436070e-04	7	false	GAMG	1.894470e-03	8.249660e-06	4	true
251           	smoothSolver	1.659150e-04	1.572990e-05	7	4.294700e-03	3.371260e-04	7	3.215530e-03	2.484910e-04	7	false	GAMG	1.907430e-03	8.307010e-06	4	true
252           	smoothSolver	1.688880e-04	1.593170e-05	7	4.342970e-03	3.418200e-04	7	3.253590e-03	2.538690e-04	7	false	GAMG	1.915390e-03	8.388570e-06	4	true
253           	smoothSolver	1.714350e-04	1.614770e-05	7	4.401260e-03	3.472870e-04	7	3.292710e-03	2.582940e-04	7	false	GAMG	1.930890e-03	8.558070e-06	4	true
254           	smoothSolver	1.742140e-04	1.632620e-05	7	4.459140e-03	3.521660e-04	7	3.346860e-03	2.631730e-04	7	false	GAMG	1.948730e-03	8.783690e-06	4	true
255           	smoothSolver	1.761280e-04	1.651270e-05	7	4.506420e-03	3.587550e-04	7	3.402400e-03	2.674230e-04	7	false	GAMG	1.983780e-03	9.211560e-06	4	true
256           	smoothSolver	1.790640e-04	1.672750e-05	7	4.578130e-03	3.667040e-04	7	3.469260e-03	2.725770e-04	7	false	GAMG	2.018520e-03	9.593020e-06	4	true
257           	smoothSolver	1.817590e-04	1.696400e-05	7	4.662600e-03	3.767660e-04	7	3.539760e-03	2.774690e-04	7	false	GAMG	2.066750e-03	1.003930e-05	4	true
258           	smoothSolver	1.850030e-04	1.721990e-05	7	4.751770e-03	3.856700e-04	7	3.611290e-03	2.821700e-04	7	false	GAMG	2.110720e-03	1.023200e-05	4	true
259           	smoothSolver	1.887780e-04	1.744550e-05	7	4.843980e-03	3.940090e-04	7	3.678470e-03	2.850450e-04	7	false	GAMG	2.159370e-03	1.032000e-05	4	true
260           	smoothSolver	1.920030e-04	1.764760e-05	7	4.929280e-03	3.984410e-04	7	3.732520e-03	2.854200e-04	7	false	GAMG	2.195050e-03	1.011500e-05	4	true
261           	smoothSolver	1.940420e-04	1.776200e-05	7	4.982510e-03	3.995530e-04	7	3.766310e-03	2.839830e-04	7	false	GAMG	2.232860e-03	9.958960e-06	4	true
262           	smoothSolver	1.963000e-04	1.793630e-05	7	5.040320e-03	3.997240e-04	7	3.816030e-03	2.831690e-04	7	false	GAMG	2.256680e-03	9.825110e-06	4	true
263           	smoothSolver	1.983700e-04	1.818930e-05	7	5.089050e-03	4.001650e-04	7	3.839780e-03	3.832720e-04	6	false	GAMG	2.286510e-03	9.801020e-06	4	true
264           	smoothSolver	2.014100e-04	1.857220e-05	7	5.149290e-03	4.020450e-04	7	3.902350e-03	2.900190e-04	7	false	GAMG	2.301900e-03	1.021520e-05	4	true
265           	smoothSolver	2.045480e-04	1.904460e-05	7	5.213870e-03	4.069680e-04	7	3.958140e-03	2.963470e-04	7	false	GAMG	2.325600e-03	1.051950e-05	4	true
266           	smoothSolver	2.083710e-04	1.964840e-05	7	5.296820e-03	4.139400e-04	7	4.036700e-03	3.052620e-04	7	false	GAMG	2.337380e-03	1.089530e-05	4	true
267           	smoothSolver	2.111110e-04	2.012330e-05	7	5.349300e-03	4.207470e-04	7	4.104010e-03	3.148820e-04	7	false	GAMG	2.362430e-03	1.124230e-05	4	true
268           	smoothSolver	2.150010e-04	2.058880e-05	7	5.425890e-03	4.288680e-04	7	4.194390e-03	3.257710e-04	7	false	GAMG	2.379070e-03	1.117000e-05	4	true
269           	smoothSolver	2.182000e-04	2.104380e-05	7	5.483930e-03	4.393220e-04	7	4.281200e-03	3.366810e-04	7	false	GAMG	2.408950e-03	1.077560e-05	4	true
270           	smoothSolver	2.211490e-04	2.147990e-05	7	5.561260e-03	4.510130e-04	7	4.355920e-03	3.441500e-04	7	false	GAMG	2.426180e-03	1.045790e-05	4	true
271           	smoothSolver	2.233170e-04	2.177530e-05	7	5.604500e-03	4.566780e-04	7	4.397080e-03	3.468500e-04	7	false	GAMG	2.449880e-03	1.064570e-05	4	true
272           	smoothSolver	2.245190e-04	2.187760e-05	7	5.634120e-03	4.556530e-04	7	4.411210e-03	3.457480e-04	7	false	GAMG	2.460760e-03	1.061830e-05	4	true
273           	smoothSolver	2.247760e-04	2.200560e-05	7	5.585110e-03	4.469560e-04	7	4.385590e-03	3.409370e-04	7	false	GAMG	2.468120e-03	1.050920e-05	4	true
274           	smoothSolver	2.244750e-04	2.218780e-05	7	5.536880e-03	4.386510e-04	7	4.327110e-03	3.352040e-04	7	false	GAMG	2.458610e-03	1.025860e-05	4	true
275           	smoothSolver	2.243050e-04	1.705390e-05	8	5.487570e-03	4.359160e-04	7	4.271350e-03	3.312330e-04	7	false	GAMG	2.455630e-03	1.048540e-05	4	true
276           	smoothSolver	2.245960e-04	1.725120e-05	8	5.483520e-03	4.390380e-04	7	4.254830e-03	3.305970e-04	7	false	GAMG	2.430100e-03	1.081210e-05	4	true
277           	smoothSolver	2.254360e-04	1.756060e-05	8	5.492390e-03	4.425740e-04	7	4.248680e-03	3.320070e-04	7	false	GAMG	2.410400e-03	1.098390e-05	4	true
278           	smoothSolver	2.275570e-04	1.789590e-05	8	5.525500e-03	4.471320e-04	7	4.245860e-03	3.351680e-04	7	false	GAMG	2.384070e-03	1.112030e-05	4	true
279           	smoothSolver	2.288740e-04	1.808010e-05	8	5.533460e-03	4.508310e-04	7	4.238750e-03	3.381920e-04	7	false	GAMG	2.373730e-03	1.137200e-05	4	true
280           	smoothSolver	2.295110e-04	1.810340e-05	8	5.544880e-03	4.527270e-04	7	4.225220e-03	3.398770e-04	7	false	GAMG	2.349000e-03	1.136580e-05	4	true
281           	smoothSolver	2.295700e-04	1.791510e-05	8	5.526940e-03	4.508760e-04	7	4.203230e-03	3.380000e-04	7	false	GAMG	2.327870e-03	1.134930e-05	4	true
282           	smoothSolver	2.289210e-04	1.759470e-05	8	5.506740e-03	4.472830e-04	7	4.165830e-03	3.330950e-04	7	false	GAMG	2.312090e-03	1.127440e-05	4	true
283           	smoothSolver	2.275980e-04	2.274320e-05	7	5.451080e-03	4.400670e-04	7	4.134200e-03	3.275880e-04	7	false	GAMG	2.312600e-03	1.123110e-05	4	true
284           	smoothSolver	2.259230e-04	2.222990e-05	7	5.370700e-03	4.270050e-04	7	4.078980e-03	3.192650e-04	7	false	GAMG	2.301290e-03	1.100370e-05	4	true
285           	smoothSolver	2.236070e-04	2.176830e-05	7	5.289360e-03	4.152620e-04	7	4.027110e-03	3.121200e-04	7	false	GAMG	2.294370e-03	1.094410e-05	4	true
286           	smoothSolver	2.216550e-04	2.147100e-05	7	5.233360e-03	4.047710e-04	7	3.980920e-03	3.065750e-04	7	false	GAMG	2.273640e-03	1.071470e-05	4	true
287           	smoothSolver	2.197470e-04	2.136400e-05	7	5.193750e-03	3.997550e-04	7	3.942780e-03	3.024730e-04	7	false	GAMG	2.264530e-03	1.044560e-05	4	true
288           	smoothSolver	2.188380e-04	2.138810e-05	7	5.210820e-03	4.029510e-04	7	3.927500e-03	3.002700e-04	7	false	GAMG	2.245190e-03	1.011250e-05	4	true
289           	smoothSolver	2.182050e-04	2.154460e-05	7	5.246360e-03	4.103750e-04	7	3.931200e-03	3.007460e-04	7	false	GAMG	2.237790e-03	1.006060e-05	4	true
290           	smoothSolver	2.191590e-04	2.177420e-05	7	5.308180e-03	4.217440e-04	7	3.951410e-03	3.048170e-04	7	false	GAMG	2.226990e-03	1.002760e-05	4	true
291           	smoothSolver	2.201550e-04	1.665400e-05	8	5.363660e-03	4.334800e-04	7	3.979630e-03	3.112590e-04	7	false	GAMG	2.227460e-03	1.020320e-05	4	true
292           	smoothSolver	2.223580e-04	2.219180e-05	7	5.428300e-03	4.461520e-04	7	4.028160e-03	3.215890e-04	7	false	GAMG	2.214280e-03	1.026430e-05	4	true
293           	smoothSolver	2.247870e-04	1.703100e-05	8	5.479450e-03	4.552070e-04	7	4.073470e-03	3.301870e-04	7	false	GAMG	2.213750e-03	1.021140e-05	4	true
294           	smoothSolver	2.275470e-04	2.273000e-05	7	5.552600e-03	4.654660e-04	7	4.138620e-03	3.405410e-04	7	false	GAMG	2.216480e-03	1.002050e-05	4	true
295           	smoothSolver	2.295000e-04	1.744760e-05	8	5.594870e-03	4.695120e-04	7	4.190640e-03	3.460870e-04	7	false	GAMG	2.226440e-03	9.867700e-06	4	true
296           	smoothSolver	2.323700e-04	1.767210e-05	8	5.663940e-03	4.759760e-04	7	4.253860e-03	3.525450e-04	7	false	GAMG	2.247330e-03	9.908570e-06	4	true
297           	smoothSolver	2.351300e-04	1.782780e-05	8	5.729070e-03	4.822470e-04	7	4.308160e-03	3.571130e-04	7	false	GAMG	2.276770e-03	1.007140e-05	4	true
298           	smoothSolver	2.381870e-04	2.372070e-05	7	5.805170e-03	4.863390e-04	7	4.370140e-03	3.618110e-04	7	false	GAMG	2.309710e-03	1.023950e-05	4	true
299           	smoothSolver	2.409950e-04	2.385700e-05	7	5.855010e-03	4.859050e-04	7	4.431630e-03	3.641380e-04	7	false	GAMG	2.352480e-03	1.044860e-05	4	true
300           	smoothSolver	2.440000e-04	2.391840e-05	7	5.915440e-03	4.826280e-04	7	4.506590e-03	3.651670e-04	7	false	GAMG	2.387560e-03	1.055710e-05	4	true
